id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color,quality,date_added
5790,5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,white,moderately satisfied,2024-01-03
5791,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,white,neutral,2024-01-22
5792,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,white,neutral,2022-10-25
5793,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,red,slightly dissatisfied,2023-03-15
5794,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,white,moderately satisfied,2022-04-10
5795,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,red,slightly dissatisfied,2023-12-25
5796,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,white,neutral,2024-10-25
5797,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,white,slightly dissatisfied,2023-01-19
5798,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,red,slightly dissatisfied,2023-04-09
5799,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,white,neutral,2022-08-16
5800,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,white,slightly dissatisfied,2023-01-26
5801,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,white,slightly dissatisfied,2024-03-17
5802,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,white,slightly dissatisfied,2022-09-30
5803,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,white,slightly dissatisfied,2022-01-23
5804,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,white,neutral,2023-08-29
5805,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,white,slightly satisfied,2023-11-23
5806,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,white,slightly dissatisfied,2024-10-11
5807,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,white,neutral,2022-07-05
5808,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,white,slightly satisfied,2022-10-11
5809,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,white,neutral,2022-05-30
5810,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,red,slightly dissatisfied,2024-09-21
5811,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,red,slightly dissatisfied,2023-02-05
5812,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,white,neutral,2022-06-18
5813,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,white,slightly dissatisfied,2024-01-03
5814,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,white,neutral,2023-05-23
5815,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,red,neutral,2022-04-10
5816,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,red,slightly satisfied,2022-05-18
5817,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,white,slightly dissatisfied,2024-06-08
5818,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,white,neutral,2024-04-03
5819,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,red,slightly dissatisfied,2024-01-22
5820,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,white,slightly dissatisfied,2024-10-30
5821,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,white,slightly dissatisfied,2023-05-16
5822,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,red,neutral,2024-03-04
5823,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,white,slightly dissatisfied,2023-01-23
5824,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,red,slightly satisfied,2022-01-22
5825,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,red,neutral,2022-04-22
5826,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,white,neutral,2023-03-31
5827,7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,red,slightly satisfied,2022-04-06
5828,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,white,neutral,2023-07-14
5829,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,white,neutral,2024-10-04
5830,7.9,0.3,0.68,8.3,0.05,38,289,0.99316,3.01,0.51,12.3,red,slightly satisfied,2024-11-26
5831,6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,white,slightly dissatisfied,2022-12-01
5832,6.7,0.25,0.26,1.55,0.041,119,216,0.9949,3.55,0.63,9.4,white,extremly dissatisfied,2024-10-07
5833,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,white,neutral,2024-04-19
5834,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,white,neutral,2024-04-19
5835,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,white,slightly dissatisfied,2022-11-10
5836,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,white,moderately dissatisfied,2022-05-20
5837,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,white,slightly satisfied,2023-11-02
5838,6.1,0.11,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,white,slightly satisfied,2024-09-01
5839,6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,white,neutral,2022-03-14
5840,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,white,neutral,2023-12-30
5841,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,white,slightly dissatisfied,2024-05-25
5842,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,red,neutral,2022-03-19
5843,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,white,neutral,2023-04-17
5844,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,red,slightly dissatisfied,2023-02-28
5845,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,white,neutral,2023-01-25
5846,7.8,0.65,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,red,neutral,2022-08-19
5847,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.27,white,slightly satisfied,2022-11-04
5848,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,white,neutral,2023-03-27
5849,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,red,slightly dissatisfied,2022-06-01
5850,13.7,0.42,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,red,neutral,2023-03-26
5851,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,white,neutral,2024-09-17
5852,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,red,slightly dissatisfied,2022-01-03
5853,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,red,slightly satisfied,2023-04-06
5854,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,white,neutral,2023-04-05
5855,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,white,slightly satisfied,2023-09-30
5856,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93,white,neutral,2023-11-15
5857,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,white,slightly dissatisfied,2024-11-09
5858,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,red,slightly dissatisfied,2022-05-06
5859,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,white,neutral,2022-01-04
5860,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,red,neutral,2023-06-22
5861,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,white,neutral,2024-10-31
5862,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,red,neutral,2022-11-29
5863,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,white,neutral,2022-06-03
5864,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,white,neutral,2024-03-16
5865,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,red,slightly satisfied,2022-03-07
5866,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,red,slightly dissatisfied,2022-12-01
5867,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,white,neutral,2024-02-23
5868,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03,white,neutral,2023-02-24
5869,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,red,neutral,2024-09-22
5870,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,red,slightly dissatisfied,2023-06-14
5871,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,white,slightly dissatisfied,2023-04-10
5872,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,white,slightly satisfied,2023-05-24
5873,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,red,slightly satisfied,2022-03-12
5874,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,white,neutral,2024-04-08
5875,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,red,moderately dissatisfied,2023-01-19
5876,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,red,slightly satisfied,2023-02-19
5877,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,white,neutral,2024-10-11
5878,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,white,neutral,2022-03-25
5879,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,white,slightly dissatisfied,2022-09-27
5880,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,white,neutral,2023-07-24
5881,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,white,moderately satisfied,2022-02-18
5882,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,white,slightly satisfied,2022-05-22
5883,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,white,slightly satisfied,2023-08-30
5884,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,red,slightly dissatisfied,2024-12-01
5885,7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,red,slightly dissatisfied,2022-11-15
5886,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,white,slightly dissatisfied,2022-12-23
5887,7.3,0.31,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,red,neutral,2023-01-27
5888,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,white,slightly dissatisfied,2023-12-16
5889,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,white,neutral,2022-11-05
5890,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,red,neutral,2022-12-22
5891,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,white,neutral,2023-04-01
5892,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,white,slightly dissatisfied,2024-09-04
5893,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,white,slightly dissatisfied,2022-01-22
5894,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,white,slightly dissatisfied,2022-08-25
5895,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,white,neutral,2023-02-05
5896,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,white,neutral,2023-05-12
5897,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,red,slightly dissatisfied,2022-05-17
5898,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,red,slightly dissatisfied,2024-10-25
5899,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,red,slightly satisfied,2022-09-27
5900,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,white,neutral,2024-09-12
5901,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,white,slightly satisfied,2023-08-11
5902,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,white,moderately dissatisfied,2022-05-26
5903,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,white,slightly dissatisfied,2024-10-14
5904,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,white,neutral,2023-07-16
5905,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,white,slightly dissatisfied,2022-05-16
5906,7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,red,slightly dissatisfied,2024-07-30
5907,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,red,slightly dissatisfied,2022-07-21
5908,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,red,slightly dissatisfied,2022-01-11
5909,9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,red,slightly dissatisfied,2023-08-06
5910,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,white,neutral,2022-04-29
5911,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,white,neutral,2023-08-26
5912,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,red,neutral,2024-10-30
5913,6.2,0.26,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,white,slightly satisfied,2022-02-26
5914,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,white,neutral,2024-05-25
5915,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,red,neutral,2023-09-30
5916,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,white,neutral,2023-09-03
5917,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,white,slightly dissatisfied,2023-12-05
5918,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,white,neutral,2024-03-25
5919,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,white,slightly satisfied,2023-12-08
5920,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,white,slightly dissatisfied,2022-02-15
5921,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,white,moderately dissatisfied,2022-12-15
5922,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,white,neutral,2023-08-16
5923,4.9,0.35,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,white,slightly dissatisfied,2022-05-02
5924,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,white,neutral,2022-09-10
5925,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,white,neutral,2024-02-03
5926,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,white,moderately satisfied,2023-02-23
5927,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,white,slightly dissatisfied,2022-07-02
5928,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,white,neutral,2024-11-10
5929,7.7,0.72,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,red,neutral,2022-09-15
5930,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,white,slightly dissatisfied,2024-11-19
5931,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,white,neutral,2023-09-25
5932,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,white,neutral,2022-01-11
5933,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,white,neutral,2023-04-30
5934,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,white,slightly satisfied,2022-03-23
5935,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,white,neutral,2022-07-24
5936,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,white,slightly dissatisfied,2023-09-09
5937,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,white,slightly satisfied,2022-04-21
5938,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,white,moderately dissatisfied,2023-09-30
5939,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,white,neutral,2024-05-25
5940,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,red,neutral,2024-04-23
5941,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,white,slightly dissatisfied,2022-11-28
5942,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,white,slightly dissatisfied,2024-07-31
5943,7.3,0.28,0.54,12.9,0.049,62,163,0.9984,3.06,0.45,9.1,white,neutral,2023-11-07
5944,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,white,neutral,2023-08-04
5945,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,white,slightly dissatisfied,2023-08-21
5946,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,red,slightly satisfied,2024-07-16
5947,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,white,slightly dissatisfied,2023-07-07
5948,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,white,neutral,2022-07-08
5949,7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,red,neutral,2024-08-07
5950,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,white,moderately dissatisfied,2022-06-11
5951,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,white,slightly satisfied,2023-12-13
5952,7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,white,slightly dissatisfied,2023-06-24
5953,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,red,slightly dissatisfied,2024-05-22
5954,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,red,neutral,2023-10-02
5955,5.9,0.4,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,red,neutral,2024-05-12
5956,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,white,slightly dissatisfied,2022-02-15
5957,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,white,neutral,2024-01-12
5958,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,white,neutral,2023-09-17
5959,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,white,neutral,2024-06-15
5960,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,white,slightly dissatisfied,2024-10-18
5961,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,red,slightly dissatisfied,2022-08-02
5962,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,white,neutral,2023-09-04
5963,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,white,slightly satisfied,2024-06-27
5964,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,white,slightly dissatisfied,2023-07-28
5965,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,white,slightly satisfied,2023-06-09
5966,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,white,slightly satisfied,2023-09-27
5967,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,red,slightly satisfied,2024-03-04
5968,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,white,slightly dissatisfied,2023-01-14
5969,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,white,slightly satisfied,2023-04-01
5970,7.3,0.84,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,red,slightly dissatisfied,2024-01-18
5971,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,white,neutral,2023-02-02
5972,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,white,slightly dissatisfied,2024-06-17
5973,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,white,slightly dissatisfied,2022-01-11
5974,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,white,slightly satisfied,2024-06-06
5975,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,white,slightly dissatisfied,2022-12-05
5976,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,white,slightly dissatisfied,2023-05-25
5977,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,white,slightly dissatisfied,2022-08-13
5978,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,white,neutral,2023-05-09
5979,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,white,slightly dissatisfied,2022-07-27
5980,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,white,slightly dissatisfied,2022-03-17
5981,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,red,neutral,2022-06-28
5982,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,white,slightly satisfied,2024-03-23
5983,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,white,moderately satisfied,2024-09-16
5984,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,white,slightly dissatisfied,2022-01-02
5985,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,white,neutral,2023-07-11
5986,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,white,neutral,2023-12-09
5987,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,white,slightly satisfied,2024-10-07
5988,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,red,neutral,2024-09-21
5989,7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,white,slightly dissatisfied,2024-08-15
5990,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,white,neutral,2024-03-26
5991,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,white,neutral,2023-07-14
5992,6.6,0.9,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,red,neutral,2022-02-03
5993,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,white,neutral,2023-03-17
5994,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,white,moderately satisfied,2022-11-16
5995,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,white,neutral,2024-01-22
5996,8.9,0.64,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,red,slightly dissatisfied,2024-02-01
5997,7.7,0.97,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,red,slightly dissatisfied,2023-11-01
5998,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,white,moderately dissatisfied,2024-01-30
5999,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,white,slightly dissatisfied,2023-06-25
6000,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,white,moderately dissatisfied,2024-09-22
6001,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,white,neutral,2023-12-30
6002,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,white,neutral,2022-02-14
6003,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,white,moderately satisfied,2023-04-11
6004,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,white,neutral,2023-04-21
6005,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,white,neutral,2022-02-06
6006,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,red,slightly satisfied,2024-04-04
6007,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,white,slightly satisfied,2024-08-16
6008,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,red,slightly dissatisfied,2022-11-28
6009,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,white,slightly dissatisfied,2024-05-14
6010,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,red,slightly dissatisfied,2024-05-19
6011,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,white,neutral,2023-09-20
6012,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,white,slightly satisfied,2023-07-19
6013,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,white,neutral,2022-03-09
6014,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,red,slightly dissatisfied,2022-01-24
6015,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,white,neutral,2024-11-01
6016,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,white,neutral,2023-12-07
6017,5.6,0.24,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,white,slightly satisfied,2023-05-10
6018,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,white,neutral,2024-09-20
6019,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,white,neutral,2023-05-28
6020,7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,white,slightly dissatisfied,2022-10-28
6021,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,white,neutral,2023-04-30
6022,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,white,slightly satisfied,2023-08-28
6023,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,white,slightly dissatisfied,2023-08-31
6024,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,white,slightly dissatisfied,2022-06-13
